Biomarker,BiomarkerCluster,TargetGene,OncogeneAddiction,T-stat,P-value,EffectSize,n_Amplified,n_WT,MeanEffect_Amplified,MeanEffect_WT,FDR
10051,"10051, 3840, 51068, 8706",10768,False,2.726058198492632,0.0182323178894442,1.3122005098749268,5,12,-0.2152367790300982,-0.4798696532198805,0.7134390816796584
10051,"10051, 3840, 51068, 8706",5832,False,2.4435579958777787,0.0296304025078265,1.0250973642131769,5,12,-0.0213966638999531,-0.213410854675567,0.7673596757763704
10051,"10051, 3840, 51068, 8706",7984,False,3.0668698037851048,0.0112199295735288,1.521826714334552,5,12,-0.2956118698933045,-0.4841746664777159,0.6458332304125555
10051,"10051, 3840, 51068, 8706",51742,False,2.1633662407358663,0.0480629641703936,0.9276392058315476,5,12,-0.172420153298143,-0.3368090645792552,0.8026499246604539
10051,"10051, 3840, 51068, 8706",527,False,2.5795858116677737,0.0273590584458211,1.2932791322125556,5,12,-1.5775474031515402,-2.2348192756089094,0.7578267072412546
10051,"10051, 3840, 51068, 8706",9550,False,2.495709323240652,0.0384453108248684,1.3243291366162475,5,12,-0.743215632312007,-1.0840833246600448,0.7891616186922428
10051,"10051, 3840, 51068, 8706",552,False,2.187494574453668,0.0452549054269139,0.9921793044377426,5,12,-0.2045605795369124,-0.3838056376050445,0.7982670741340606
10051,"10051, 3840, 51068, 8706",55290,False,4.133007803946918,0.0009060663596075,1.8061495206651323,5,12,-1.5769896807867392,-2.0534905605669733,0.3362634370155837
10051,"10051, 3840, 51068, 8706",7862,False,-2.296489168336221,0.0481634536869392,-1.185432462798038,5,12,-0.5603997886123873,-0.3175915210063684,0.803530181774808
10051,"10051, 3840, 51068, 8706",91408,False,-2.466912007331784,0.0263614363568674,-1.0761177223559142,5,12,-0.7006391095742945,-0.5165230031091066,0.7568854103964252
10051,"10051, 3840, 51068, 8706",28974,False,2.325022918448613,0.0369638360984637,0.9754404757925011,5,12,-0.522277972322161,-0.7870782600605067,0.7836483879259681
